id,nom,prenom,email,telephone,age,ville,experience_annees,poste_actuel,entreprise_actuelle,education_niveau,diplome,universite,annee_diplome,competences_techniques,competences_langues,langues_niveau,experience_detail,projets,certifications,disponibilite,pretention_salaire
708,Belkadi,Aicha,aicha.belkadi708@email.ma,0611138474,43,Khouribga,3,"Administrateur système",BMCE,Bac+3,"Master Réseaux",EHTP,2021,"PHP, Machine Learning, Laravel, Python, Spring, TensorFlow, Angular, Tableau, Kubernetes, Docker, Symfony","Arabe, Anglais","Natif, Courant, Bilingue","Expérience chez OCP pendant 3 an(s).","Projet MySQL.",,"3 mois",15680
709,Bensouda,Zakaria,zakaria.bensouda709@email.ma,0666586783,35,Fes,9,"Product Owner","Attijariwafa Bank",Bac+3,"Master Réseaux","UM5 Rabat",2019,"Node.js, JavaScript, Spring, Kubernetes, Vue.js, Symfony, AWS, Azure, PostgreSQL, Angular","Anglais, Arabe","Natif, Courant","Expérience chez Attijariwafa Bank pendant 9 an(s).",,Azure,Immédiate,26844
710,Benkirane,Zineb,zineb.benkirane710@email.ma,0671992207,44,Khouribga,0,,,Bac+3,"Master Réseaux","UM5 Rabat",2015,"Power BI, Docker, Laravel, MySQL, React","Anglais, Français","Intermédiaire, Natif",,"Projet React.",,"3 mois",19452
711,Fahmi,Soukaina,soukaina.fahmi711@email.ma,0659764246,54,Rabat,3,"Ingénieur cloud","Royal Air Maroc",Bac+3,"Licence informatique",INSEA,2025,"JavaScript, CI/CD, Symfony, Laravel, Docker, Spring, Angular, Tableau, PHP, Machine Learning, React","Anglais, Arabe","Bilingue, Courant, Natif","Expérience chez Groupe Addoha pendant 3 an(s).",,AWS,Immédiate,6757
712,Bouhout,Houda,houda.bouhout712@email.ma,0661623373,44,Rabat,3,"Analyste BI",Majorel,Bac+2,"Master Réseaux",EHTP,2015,"Agile, Linux, TensorFlow, AWS, Angular, Power BI, JavaScript, Java, Python, Machine Learning, Docker, Kubernetes","Anglais, Français","Intermédiaire, Courant","Expérience chez Deloitte Maroc pendant 3 an(s).","Projet TensorFlow.",Azure,"3 mois",5911
713,Fassi,Khalid,khalid.fassi713@email.ma,0631351320,52,Inezgane,11,"Testeur QA",Webhelp,Bac+5,"Licence informatique",EMI,2012,"AWS, React, PostgreSQL, Vue.js, Agile, Pandas, Linux, Git, Kubernetes, Azure, Docker, Python","Anglais, Français, Arabe","Natif, Bilingue","Expérience chez Inwi pendant 11 an(s).","Projet Tableau.",PMP,"3 mois",16216
714,Drissi,Youssef,youssef.drissi714@email.ma,0658150975,21,Marrakech,3,"Développeur mobile","Orange Maroc",Bac+3,"Master Réseaux",EHTP,2019,"Java, Machine Learning, REST API, Azure, PostgreSQL, Scrum, Power BI, MySQL, Linux, TensorFlow, Git, PHP","Français, Anglais, Arabe","Intermédiaire, Courant","Expérience chez Capgemini Maroc pendant 3 an(s).",,AWS,Immédiate,12112
715,Kabbaj,Omar,omar.kabbaj715@email.ma,0676508346,35,Rabat,3,"Data Engineer",Webhelp,Bac+5,"Master Data",ENSIAS,2017,"React, Machine Learning, Angular, PHP, CI/CD, Vue.js, Azure, SQL","Anglais, Français, Arabe","Courant, Natif","Expérience chez Maroc Telecom pendant 3 an(s).",,,"1 mois",19038
716,Kabbaj,Salim,salim.kabbaj716@email.ma,0673911415,33,Casablanca,10,"Data Engineer",Majorel,Bac+2,"Master Big Data",EHTP,2022,"React, Pandas, CI/CD, Vue.js, Tableau, Linux, AWS, REST API, PHP","Anglais, Français","Intermédiaire, Courant, Natif","Expérience chez Majorel pendant 10 an(s).","Projet Angular.",,"3 mois",17298
717,Naciri,Khalid,khalid.naciri717@email.ma,0673664215,55,Tanger,14,"Développeur PHP",Webhelp,Bac+5,"Master Data","Université Hassan II",2020,"CI/CD, SQL, Vue.js, Azure, Laravel, REST API, Angular, Docker, TensorFlow, Scrum, PHP","Anglais, Arabe","Courant, Intermédiaire","Expérience chez Société nationale pendant 14 an(s).","Projet Laravel.",PMP,"3 mois",26885
718,Bouhout,Ibrahim,ibrahim.bouhout718@email.ma,0629902040,23,Taza,2,"Développeur Java",CGI,Bac+5,"Master Data","FST Marrakech",2016,"React, Docker, REST API, JavaScript","Arabe, Français","Intermédiaire, Bilingue, Courant","Expérience chez Inwi pendant 2 an(s).",,,Immédiate,24017
719,Idrissi,Amine,amine.idrissi719@email.ma,0655130199,27,Fes,5,"Ingénieur logiciel",BMCE,Bac+5,"Master Big Data",ENSIAS,2017,"Azure, CI/CD, Symfony, Docker, Tableau, Git, Angular, Spring, AWS, Node.js","Arabe, Français","Intermédiaire, Courant, Bilingue","Expérience chez Attijariwafa Bank pendant 5 an(s).",,,"3 mois",29926
720,Kettani,Omar,omar.kettani720@email.ma,0612032021,40,Sale,14,"Analyste BI",REDAL,Bac+5,"Master Réseaux",EMI,2022,"CI/CD, JavaScript, Laravel, Azure, TensorFlow","Arabe, Français, Anglais","Natif, Intermédiaire","Expérience chez Orange Maroc pendant 14 an(s).","Projet Docker.",,"2 mois",28629
721,Bensouda,Karim,karim.bensouda721@email.ma,0627268177,52,Agadir,1,"Ingénieur cloud",Majorel,Bac+3,"Master Réseaux",INSEA,2018,"TensorFlow, CI/CD, Pandas, Agile, REST API, JavaScript, Angular, Linux","Arabe, Anglais","Bilingue, Courant, Natif","Expérience chez BMCE pendant 1 an(s).",,Azure,Immédiate,14222
722,Lamrani,Karim,karim.lamrani722@email.ma,0645873914,55,Rabat,5,"Responsable SI","Attijariwafa Bank",Bac+3,"Licence informatique",ENSIAS,2021,"MySQL, Linux, TensorFlow, Vue.js, Pandas, Git, Python, REST API, Tableau, Agile, React","Français, Arabe, Anglais","Intermédiaire, Natif","Expérience chez Majorel pendant 5 an(s).",,,Immédiate,22039
723,Kabbaj,Imane,imane.kabbaj723@email.ma,0629574156,42,Casablanca,8,"Consultant SAP",BMCE,Bac+5,"Master Data",EMI,2023,"Scrum, Azure, Java, REST API","Anglais, Arabe","Intermédiaire, Courant","Expérience chez Société nationale pendant 8 an(s).","Projet Python.",,"2 mois",19208
724,Moussaoui,Imane,imane.moussaoui724@email.ma,0640032173,51,Tanger,7,"Responsable SI","Attijariwafa Bank",Bac+3,"Ingénieur d'état",EMI,2022,"JavaScript, Docker, REST API, Pandas, MySQL","Anglais, Français","Intermédiaire, Courant, Bilingue","Expérience chez Maroc Telecom pendant 7 an(s).","Projet React.",,"3 mois",25913
725,Sefrioui,Iman,iman.sefrioui725@email.ma,0676230515,44,Agadir,5,"Ingénieur cloud",Webhelp,Bac+5,"Master Réseaux",ENSIAS,2012,"Kubernetes, Spring, Agile, TensorFlow, Node.js, Python, Machine Learning, SQL","Français, Arabe","Courant, Natif, Intermédiaire","Expérience chez Capgemini Maroc pendant 5 an(s).","Projet Linux.",,Immédiate,12108
726,Lamrani,Adil,adil.lamrani726@email.ma,0647528456,52,Marrakech,3,"Ingénieur logiciel",Webhelp,Bac+3,"Master Big Data",ENSIAS,2017,"Angular, Pandas, Symfony, Kubernetes, Laravel, REST API","Français, Arabe","Courant, Natif, Intermédiaire","Expérience chez OCP pendant 3 an(s).",,PMP,"1 mois",17057
727,Fahmi,Karim,karim.fahmi727@email.ma,0657736560,51,Tetouan,3,"Analyste BI","Deloitte Maroc",Bac+2,"Master MIAGE","Al Akhawayn",2018,"Linux, MySQL, Agile, CI/CD, REST API, Spring, Azure","Français, Arabe","Courant, Natif","Expérience chez Deloitte Maroc pendant 3 an(s).","Projet Laravel.",Scrum,"2 mois",7526
728,Chraibi,Iman,iman.chraibi728@email.ma,0610379455,22,Tetouan,10,"Développeur PHP",Lydec,Bac+3,"Master MIAGE",ENSI,2020,"Machine Learning, AWS, Symfony, REST API, Vue.js, Tableau, Linux, Kubernetes, Angular, JavaScript, Node.js","Anglais, Arabe","Courant, Bilingue","Expérience chez Majorel pendant 10 an(s).",,,"1 mois",23417
729,Bensouda,Karim,karim.bensouda729@email.ma,0619054281,47,Casablanca,0,,,Bac+3,"Licence informatique","FST Fes",2017,"TensorFlow, Java, Scrum, REST API, Tableau, PHP, Python, Pandas, Azure, Docker, Git","Français, Anglais, Arabe","Natif, Bilingue",,"Projet Agile.",Azure,"3 mois",6021
730,Tazi,Hafsa,hafsa.tazi730@email.ma,0626401164,45,Casablanca,10,"Responsable SI","Deloitte Maroc",Bac+2,"Master MIAGE",ENSI,2024,"Agile, Pandas, Linux, Java, Python, Vue.js, PHP, Power BI, Scrum, MySQL, Spring, REST API","Anglais, Arabe","Courant, Natif","Expérience chez Lydec pendant 10 an(s).",,,Immédiate,13949
731,Lamrani,Karim,karim.lamrani731@email.ma,0670527553,42,Mohammedia,6,"Data Engineer","Maroc Telecom",Bac+2,"Master SI","Université Cadi Ayyad",2020,"Symfony, Tableau, Spring, Power BI, Git, Azure, Pandas, Kubernetes, PHP","Anglais, Français, Arabe","Courant, Intermédiaire, Bilingue","Expérience chez Maroc Telecom pendant 6 an(s).","Projet PHP.",,Immédiate,18047
732,Belkadi,Anas,anas.belkadi732@email.ma,0610256662,22,Rabat,12,"Scrum Master",OCP,Bac+3,"Master Data",EMI,2011,"Tableau, Agile, SQL, AWS, Laravel, PostgreSQL, PHP, Spring, Kubernetes, Node.js, Machine Learning, Scrum","Anglais, Arabe, Français","Intermédiaire, Bilingue","Expérience chez CGI pendant 12 an(s).",,Azure,"3 mois",29098
733,Rami,Fatima,fatima.rami733@email.ma,0628488466,37,Settat,0,,,Bac+2,"Master SI",INSEA,2019,"Docker, Tableau, Java, Agile","Anglais, Français, Arabe","Courant, Bilingue, Natif",,"Projet Power BI.",Azure,"2 mois",29374
734,Bensouda,Laila,laila.bensouda734@email.ma,0666775899,35,"El Jadida",3,"Data Scientist",Lydec,Bac+2,"Master Big Data","Al Akhawayn",2012,"Linux, React, CI/CD, AWS","Anglais, Français","Natif, Intermédiaire","Expérience chez Lydec pendant 3 an(s).",,AWS,Immédiate,29544
735,Kabbaj,Khadija,khadija.kabbaj735@email.ma,0654479470,52,"El Jadida",2,"Analyste BI",REDAL,Bac+3,"Master Réseaux","Université Cadi Ayyad",2021,"REST API, Power BI, Machine Learning, Symfony, Azure, Node.js, Agile, Java","Anglais, Arabe","Bilingue, Natif","Expérience chez Deloitte Maroc pendant 2 an(s).",,,"3 mois",18857
736,Lamrani,Hafsa,hafsa.lamrani736@email.ma,0625319746,28,Berrechid,1,"Développeur .NET","Attijariwafa Bank",Bac+5,"Master MIAGE",INSEA,2021,"PostgreSQL, Docker, Angular, Scrum, Laravel, JavaScript, Tableau, Linux, Machine Learning, Kubernetes","Français, Anglais, Arabe","Courant, Bilingue, Intermédiaire","Expérience chez Capgemini Maroc pendant 1 an(s).",,,Immédiate,4040
737,Bouhout,Imane,imane.bouhout737@email.ma,0660869336,28,Fes,8,"Développeur .NET",REDAL,Bac+3,"Ingénieur d'état","UM5 Rabat",2025,"Vue.js, MySQL, Agile, SQL, Kubernetes, Git, PHP, AWS, Pandas, JavaScript, REST API","Français, Arabe, Anglais","Intermédiaire, Natif, Bilingue","Expérience chez Groupe Addoha pendant 8 an(s).",,,"3 mois",10792
738,Sbai,Zakaria,zakaria.sbai738@email.ma,0616873748,39,Berrechid,11,"Scrum Master","Société nationale",Bac+5,"Master Big Data","Al Akhawayn",2019,"Git, Tableau, Docker, JavaScript, React, REST API, TensorFlow, CI/CD","Anglais, Arabe","Natif, Courant","Expérience chez Lydec pendant 11 an(s).",,,"1 mois",16549
739,Bennani,Iman,iman.bennani739@email.ma,0657971156,54,Agadir,1,"Ingénieur cloud",Inwi,Bac+3,"Ingénieur d'état",INSEA,2024,"Scrum, Tableau, Java, MySQL, Git, Docker, Spring, Angular, Node.js, PHP, REST API, PostgreSQL","Anglais, Arabe","Intermédiaire, Bilingue","Expérience chez Société nationale pendant 1 an(s).",,,"2 mois",16345
740,Benjelloun,Rachid,rachid.benjelloun740@email.ma,0639654348,44,Tetouan,6,"Développeur mobile","Capgemini Maroc",Bac+5,"Ingénieur d'état",EMI,2015,"TensorFlow, Kubernetes, Spring, Machine Learning, Azure","Arabe, Français","Courant, Natif","Expérience chez Société nationale pendant 6 an(s).","Projet TensorFlow.",,"1 mois",14982
741,Naciri,Ibrahim,ibrahim.naciri741@email.ma,0637897433,38,Settat,1,"Scrum Master",BMCE,Bac+5,"Master SI","FST Marrakech",2022,"Machine Learning, PostgreSQL, AWS, Java, Python, Docker","Anglais, Français, Arabe","Courant, Intermédiaire","Expérience chez Attijariwafa Bank pendant 1 an(s).",,PMP,"1 mois",11444
742,Kettani,Karim,karim.kettani742@email.ma,0611471704,38,Tetouan,4,"Ingénieur DevOps",Majorel,Bac+3,"Master Big Data","FST Marrakech",2015,"Python, Symfony, Node.js, REST API, Machine Learning","Anglais, Français, Arabe","Natif, Courant, Intermédiaire","Expérience chez REDAL pendant 4 an(s).",,,Immédiate,18865
743,Kettani,Zakaria,zakaria.kettani743@email.ma,0668147907,53,Nador,12,"Data Scientist",Inwi,Bac+5,"Master Réseaux",INSEA,2023,"CI/CD, Java, Laravel, React, TensorFlow, Pandas","Anglais, Français, Arabe","Courant, Bilingue, Intermédiaire","Expérience chez Attijariwafa Bank pendant 12 an(s).",,,Immédiate,11992
744,Kettani,Laila,laila.kettani744@email.ma,0621826328,53,Inezgane,0,,,Bac+5,"Licence informatique",EMI,2024,"Scrum, Java, Symfony, PHP","Anglais, Arabe","Bilingue, Intermédiaire, Natif",,,PMP,Immédiate,5724
745,Drissi,Fatima,fatima.drissi745@email.ma,0672257227,37,Meknes,5,"Ingénieur réseau","Royal Air Maroc",Bac+3,"Ingénieur d'état","FST Fes",2023,"Tableau, AWS, Laravel, Machine Learning, Vue.js","Arabe, Français, Anglais","Natif, Bilingue, Intermédiaire","Expérience chez BMCE pendant 5 an(s).","Projet Java.",,"3 mois",18812
746,"El Amrani",Zineb,zineb.el.amrani746@email.ma,0636073850,30,Mohammedia,3,"Développeur .NET",Webhelp,Bac+5,"Licence informatique",ENSIAS,2012,"Python, React, Power BI, AWS, Azure, PHP, Node.js, Agile, Symfony, REST API, CI/CD","Anglais, Arabe, Français","Bilingue, Intermédiaire, Courant","Expérience chez Société nationale pendant 3 an(s).","Projet Agile.",AWS,Immédiate,12102
747,"El Amrani",Youssef,youssef.el.amrani747@email.ma,0622330166,40,Sale,0,,,Bac+2,"Master Data","UM5 Rabat",2015,"SQL, Angular, Docker, AWS, Vue.js, Machine Learning, JavaScript, CI/CD, TensorFlow, MySQL, Tableau, REST API","Français, Anglais, Arabe","Intermédiaire, Courant",,"Projet Machine Learning.",PMP,"2 mois",15143
748,Tazi,Hamza,hamza.tazi748@email.ma,0679340006,42,Mohammedia,11,"Architecte solutions",Webhelp,Bac+3,"Master Réseaux","FST Fes",2011,"Agile, REST API, Vue.js, React, Linux","Anglais, Français","Bilingue, Natif, Courant","Expérience chez Royal Air Maroc pendant 11 an(s).",,AWS,"2 mois",23809
749,Kabbaj,Omar,omar.kabbaj749@email.ma,0630095424,43,Mohammedia,11,"Data Scientist","Deloitte Maroc",Bac+2,"Master Big Data","Université Cadi Ayyad",2018,"Power BI, Agile, PHP, Node.js, Python, Azure, SQL, React, Java, MySQL, Kubernetes","Français, Arabe, Anglais","Intermédiaire, Bilingue","Expérience chez BMCE pendant 11 an(s).",,PMP,"2 mois",21216
750,Naciri,Sara,sara.naciri750@email.ma,0642181724,39,Oujda,4,"Ingénieur cloud",BMCE,Bac+3,"Master Réseaux",EHTP,2017,"Linux, Symfony, CI/CD, Tableau, Kubernetes, Docker","Arabe, Français, Anglais","Intermédiaire, Bilingue","Expérience chez Orange Maroc pendant 4 an(s).",,,"1 mois",12530
751,Sbai,Meryem,meryem.sbai751@email.ma,0674562182,47,Oujda,8,"Ingénieur DevOps",BMCE,Bac+5,"Licence informatique","Université Hassan II",2020,"Kubernetes, Azure, REST API, TensorFlow, PostgreSQL, Laravel, JavaScript, Symfony, Docker, Tableau, Linux, Machine Learning","Arabe, Anglais","Natif, Courant","Expérience chez REDAL pendant 8 an(s).",,,Immédiate,13147
752,Alaoui,Karim,karim.alaoui752@email.ma,0669993433,34,Fes,0,,,Bac+3,"Master MIAGE",EHTP,2019,"Spring, Machine Learning, AWS, Docker, Git, Kubernetes, Power BI, React, MySQL","Anglais, Français, Arabe","Natif, Bilingue, Courant",,,,Immédiate,16182
753,"El Amrani",Anas,anas.el.amrani753@email.ma,0679177339,49,"El Jadida",1,"Ingénieur réseau","Royal Air Maroc",Bac+5,"Master MIAGE","FST Marrakech",2023,"Agile, Git, Laravel, Linux, Tableau","Anglais, Arabe","Intermédiaire, Courant, Bilingue","Expérience chez OCP pendant 1 an(s).","Projet Symfony.",Scrum,"1 mois",15789
754,Bouhout,Amal,amal.bouhout754@email.ma,0641169863,32,Mohammedia,9,"Architecte solutions",REDAL,Bac+2,"Master Réseaux","Université Cadi Ayyad",2015,"Machine Learning, Tableau, PostgreSQL, Java, CI/CD, Git, Symfony, Pandas","Arabe, Anglais, Français","Intermédiaire, Natif","Expérience chez Orange Maroc pendant 9 an(s).",,Scrum,"1 mois",12629
755,Kabbaj,Younes,younes.kabbaj755@email.ma,0622126317,35,Khouribga,7,"Data Engineer","Deloitte Maroc",Bac+3,"Licence informatique","FST Fes",2015,"Java, REST API, Symfony","Arabe, Français","Courant, Bilingue, Natif","Expérience chez Groupe Addoha pendant 7 an(s).",,,"2 mois",28595
756,Rami,Soukaina,soukaina.rami756@email.ma,0640685163,43,Agadir,2,"Développeur PHP",OCP,Bac+2,"Master Data",EMI,2011,"TensorFlow, Node.js, PostgreSQL, Scrum, Azure, Spring, Kubernetes, SQL, Vue.js, PHP","Anglais, Arabe","Courant, Natif","Expérience chez Société nationale pendant 2 an(s).","Projet SQL.",,"1 mois",11752
757,Kettani,Bilal,bilal.kettani757@email.ma,0664114052,33,Khouribga,15,"Développeur .NET",Inwi,Bac+2,"Master SI","UM5 Rabat",2013,"Symfony, MySQL, Git, Tableau, AWS, PostgreSQL, SQL","Anglais, Français, Arabe","Bilingue, Intermédiaire","Expérience chez Inwi pendant 15 an(s).",,AWS,"1 mois",29098
758,Kabbaj,Omar,omar.kabbaj758@email.ma,0662101849,44,Settat,2,"Développeur Full Stack",OCP,Bac+5,"Master Data",EHTP,2023,"AWS, JavaScript, Machine Learning, Laravel, Azure, PostgreSQL, Docker, TensorFlow, Scrum, Node.js, Power BI, Python","Anglais, Arabe, Français","Natif, Intermédiaire, Bilingue","Expérience chez Capgemini Maroc pendant 2 an(s).","Projet Kubernetes.",,"2 mois",28523
759,Alaoui,Salim,salim.alaoui759@email.ma,0659138981,49,Tanger,9,"Product Owner","Société nationale",Bac+3,"Licence informatique","FST Marrakech",2014,"PHP, Azure, PostgreSQL, Docker","Français, Arabe, Anglais","Natif, Intermédiaire","Expérience chez Majorel pendant 9 an(s).",,,"3 mois",14656
760,Naciri,Salma,salma.naciri760@email.ma,0676178639,24,Berrechid,15,"Scrum Master",Webhelp,Bac+3,"Master Réseaux",EMI,2018,"Tableau, Linux, Java, Spring, REST API, PostgreSQL, Vue.js, Pandas","Arabe, Français","Bilingue, Courant","Expérience chez Lydec pendant 15 an(s).","Projet Symfony.",AWS,"1 mois",20314
761,Berrada,Omar,omar.berrada761@email.ma,0642668711,25,Marrakech,3,"Ingénieur logiciel",Inwi,Bac+3,"Master SI","FST Fes",2021,"TensorFlow, AWS, Git","Français, Anglais","Intermédiaire, Bilingue","Expérience chez Inwi pendant 3 an(s).","Projet Kubernetes.",PMP,"3 mois",7620
762,Sbai,Tarik,tarik.sbai762@email.ma,0643659816,32,Nador,14,"Data Engineer",Lydec,Bac+2,"Ingénieur d'état",EMI,2019,"Symfony, SQL, Linux, Git","Français, Anglais","Natif, Intermédiaire","Expérience chez BMCE pendant 14 an(s).","Projet Scrum.",,Immédiate,10790
763,Mekki,Tarik,tarik.mekki763@email.ma,0637790892,32,Khouribga,8,"Consultant SAP",BMCE,Bac+2,"Master Big Data",INSEA,2013,"Power BI, Machine Learning, CI/CD, AWS, JavaScript, Azure, TensorFlow","Anglais, Français","Bilingue, Courant","Expérience chez REDAL pendant 8 an(s).","Projet Kubernetes.",Azure,"2 mois",4003
764,Tazi,Mohamed,mohamed.tazi764@email.ma,0670241287,28,Meknes,13,"Responsable SI",CGI,Bac+2,"Master SI","Université Hassan II",2012,"Docker, Machine Learning, SQL, Node.js, Scrum, Power BI, AWS, Git","Français, Arabe","Intermédiaire, Courant, Natif","Expérience chez Deloitte Maroc pendant 13 an(s).","Projet Git.",AWS,"3 mois",19866
765,Benjelloun,Imane,imane.benjelloun765@email.ma,0621510127,37,Tanger,6,"Data Engineer","Groupe Addoha",Bac+2,"Master Data",ENSI,2022,"Tableau, Pandas, Docker, PostgreSQL, SQL","Français, Arabe, Anglais","Intermédiaire, Natif","Expérience chez Société nationale pendant 6 an(s).",,,Immédiate,7024
766,Tazi,Nabil,nabil.tazi766@email.ma,0632966057,26,Casablanca,14,"Data Scientist",CGI,Bac+3,"Master Réseaux",EMI,2017,"AWS, Tableau, Power BI, Java, Angular, Python, PHP, Pandas, Kubernetes, Git, Docker","Anglais, Français","Courant, Natif","Expérience chez BMCE pendant 14 an(s).","Projet Kubernetes.",Scrum,Immédiate,16575
767,Zahir,Hafsa,hafsa.zahir767@email.ma,0672613093,45,"El Jadida",11,"Développeur mobile",OCP,Bac+5,"Master SI","UM5 Rabat",2018,"JavaScript, Pandas, SQL, Laravel","Français, Arabe","Natif, Courant, Intermédiaire","Expérience chez BMCE pendant 11 an(s).","Projet Laravel.",Scrum,Immédiate,6988
768,"El Amrani",Aicha,aicha.el.amrani768@email.ma,0613047233,50,Mohammedia,9,"Testeur QA","Deloitte Maroc",Bac+2,"Ingénieur d'état","FST Marrakech",2013,"Docker, Vue.js, PHP, Kubernetes, Machine Learning, PostgreSQL","Français, Anglais","Courant, Bilingue","Expérience chez CGI pendant 9 an(s).","Projet REST API.",Scrum,"1 mois",19449
769,Tazi,Omar,omar.tazi769@email.ma,0673763225,47,Casablanca,12,"Développeur Python",REDAL,Bac+5,"Master SI",EMI,2012,"Kubernetes, JavaScript, PostgreSQL, CI/CD, Scrum, Symfony, Vue.js, Agile, Power BI, TensorFlow, Git, SQL","Anglais, Français","Intermédiaire, Courant","Expérience chez REDAL pendant 12 an(s).","Projet Kubernetes.",Scrum,"1 mois",8380
770,Sbai,Iman,iman.sbai770@email.ma,0661697642,53,Nador,9,"Consultant SAP","Orange Maroc",Bac+2,"Master Réseaux",INSEA,2018,"Symfony, Angular, Node.js, Vue.js, Power BI, Agile, Scrum, PHP","Arabe, Anglais","Bilingue, Courant, Natif","Expérience chez Capgemini Maroc pendant 9 an(s).","Projet Power BI.",,"1 mois",27221
